comp_gecodb	comp_lemma	comp_freq	n1_lemma	n1_freq	n1_prod	n1_mass_freq	n2_lemma	n2_freq
land_ecker	Landecker	318	land	8929250	1167	8175931	ecker	16467
land_feld	Landfeld	21	land	8929250	1167	8175931	feld	885968
land_+es_unternehmen	Landesunternehmen	3391	land	8929250	1167	8175931	unternehmen	5400908
land_+es_kammer	Landeskammer	189	land	8929250	1167	8175931	kammer	221453
land_+=er_beschreibung	Länderbeschreibung	20	land	8929250	1167	8175931	beschreibung	122604
land_+es_konservatorium	Landeskonservatorium	116	land	8929250	1167	8175931	konservatorium	25004
land_hebung	Landhebung	74	land	8929250	1167	8175931	hebung	8008
land_mädchen	Landmädchen	327	land	8929250	1167	8175931	mädchen	1906005
land_+es_hilfe	Landeshilfe	2051	land	8929250	1167	8175931	hilfe	2247256
land_+es_index	Landesindex	27	land	8929250	1167	8175931	index	181547
land_jude	Landjude	516	land	8929250	1167	8175931	jude	475959
land_+es_jugend	Landesjugend	220	land	8929250	1167	8175931	jugend	974811
land_+=er_analyse	Länderanalyse	198	land	8929250	1167	8175931	analyse	376083
land_+es_gemeinschaft	Landesgemeinschaft	266	land	8929250	1167	8175931	gemeinschaft	493896
land_judentum	Landjudentum	473	land	8929250	1167	8175931	judentum	40734
land_+es_historiker	Landeshistoriker	238	land	8929250	1167	8175931	historiker	206897
land_wert	Landwert	67	land	8929250	1167	8175931	wert	1823690
land_+s_lid	Landslid	146	land	8929250	1167	8175931	lid	8899
land_nähe	Landnähe	104	land	8929250	1167	8175931	nähe	1123602
land_+es_statistik	Landesstatistik	643	land	8929250	1167	8175931	statistik	386966
land_+=er_spiegel	Länderspiegel	1065	land	8929250	1167	8175931	spiegel	1055201
land_region	Landregion	343	land	8929250	1167	8175931	region	3277424
land_+=er_lexikon	Länderlexikon	102	land	8929250	1167	8175931	lexikon	51554
land_+es_auszeichnung	Landesauszeichnung	208	land	8929250	1167	8175931	auszeichnung	429899
land_+es_ausscheidung	Landesausscheidung	368	land	8929250	1167	8175931	ausscheidung	12465
land_form	Landform	31	land	8929250	1167	8175931	form	1609109
land_+es_elternschaft	Landeselternschaft	380	land	8929250	1167	8175931	elternschaft	16210
land_+es_bezeichnung	Landesbezeichnung	61	land	8929250	1167	8175931	bezeichnung	165831
land_ziel	Landziel	97	land	8929250	1167	8175931	ziel	3512621
land_villa	Landvilla	272	land	8929250	1167	8175931	villa	350699
land_stelle	Landstelle	82	land	8929250	1167	8175931	stelle	1639478
land_+es_siegel	Landessiegel	55	land	8929250	1167	8175931	siegel	90655
land_+es_natur	Landesnatur	47	land	8929250	1167	8175931	natur	1025260
land_+es_arzt	Landesarzt	253	land	8929250	1167	8175931	arzt	1440751
land_marschall	Landmarschall	121	land	8929250	1167	8175931	marschall	33667
land_schenkung	Landschenkung	63	land	8929250	1167	8175931	schenkung	35440
land_+es_bericht	Landesbericht	171	land	8929250	1167	8175931	bericht	1669141
land_+=er_beispiel	Länderbeispiel	28	land	8929250	1167	8175931	beispiel	4200820
land_+es_jury	Landesjury	726	land	8929250	1167	8175931	jury	380132
land_+=er_küche	Länderküche	417	land	8929250	1167	8175931	küche	606714
land_rückgabe	Landrückgabe	112	land	8929250	1167	8175931	rückgabe	56101
land_+es_kompetenz	Landeskompetenz	397	land	8929250	1167	8175931	kompetenz	301134
land_preis	Landpreis	201	land	8929250	1167	8175931	preis	2708828
land_+=er_organisation	Länderorganisation	274	land	8929250	1167	8175931	organisation	911747
land_+es_schütze	Landesschütze	73	land	8929250	1167	8175931	schütze	108192
land_+es_kennung	Landeskennung	413	land	8929250	1167	8175931	kennung	5755
land_+es_region	Landesregion	174	land	8929250	1167	8175931	region	3277424
land_+es_konzept	Landeskonzept	639	land	8929250	1167	8175931	konzept	1335045
land_vertreibung	Landvertreibung	78	land	8929250	1167	8175931	vertreibung	80177
land_+es_anwaltschaft	Landesanwaltschaft	868	land	8929250	1167	8175931	anwaltschaft	3637
land_+=er_bereich	Länderbereich	288	land	8929250	1167	8175931	bereich	3022379
land_station	Landstation	165	land	8929250	1167	8175931	station	672700
land_truppe	Landtruppe	78	land	8929250	1167	8175931	truppe	576237
land_miliz	Landmiliz	34	land	8929250	1167	8175931	miliz	67742
land_räuber	Landräuber	235	land	8929250	1167	8175931	räuber	144739
land_händler	Landhändler	256	land	8929250	1167	8175931	händler	574395
land_parzelle	Landparzelle	108	land	8929250	1167	8175931	parzelle	46634
land_+es_bündnis	Landesbündnis	267	land	8929250	1167	8175931	bündnis	778370
land_+=er_innenminister	Länderinnenminister	842	land	8929250	1167	8175931	innenminister	446122
land_schlag	Landschlag	38	land	8929250	1167	8175931	schlag	483266
land_umlegung	Landumlegung	21	land	8929250	1167	8175931	umlegung	4089
land_krabbe	Landkrabbe	174	land	8929250	1167	8175931	krabbe	20386
land_amt	Landamt	37	land	8929250	1167	8175931	amt	1950704
land_eigentum	Landeigentum	109	land	8929250	1167	8175931	eigentum	157985
land_+es_thema	Landesthema	944	land	8929250	1167	8175931	thema	5161685
land_+es_feind	Landesfeind	114	land	8929250	1167	8175931	feind	251836
land_+es_vorschrift	Landesvorschrift	305	land	8929250	1167	8175931	vorschrift	256684
land_junker	Landjunker	269	land	8929250	1167	8175931	junker	48718
land_+=er_zuständigkeit	Länderzuständigkeit	582	land	8929250	1167	8175931	zuständigkeit	127336
land_+es_politikerin	Landespolitikerin	1423	land	8929250	1167	8175931	politikerin	91775
land_reise	Landreise	176	land	8929250	1167	8175931	reise	935047
land_+es_lager	Landeslager	177	land	8929250	1167	8175931	lager	488355
land_+es_liegenschaft	Landesliegenschaft	720	land	8929250	1167	8175931	liegenschaft	45575
land_konzentration	Landkonzentration	32	land	8929250	1167	8175931	konzentration	257930
land_+=er_wahl	Länderwahl	119	land	8929250	1167	8175931	wahl	2153643
land_hunger	Landhunger	180	land	8929250	1167	8175931	hunger	174969
land_gesetz	Landgesetz	88	land	8929250	1167	8175931	gesetz	1456035
land_+=er_übersicht	Länderübersicht	46	land	8929250	1167	8175931	übersicht	109311
land_+=er_anteil	Länderanteil	792	land	8929250	1167	8175931	anteil	1185873
land_+es_größe	Landesgröße	146	land	8929250	1167	8175931	größe	642220
land_+es_angelegenheit	Landesangelegenheit	227	land	8929250	1167	8175931	angelegenheit	328999
land_+=er_team	Länderteam	344	land	8929250	1167	8175931	team	3704600
land_+es_stimme	Landesstimme	614	land	8929250	1167	8175931	stimme	920646
land_siedlung	Landsiedlung	539	land	8929250	1167	8175931	siedlung	178463
land_funk	Landfunk	253	land	8929250	1167	8175931	funk	140616
land_+es_präsidium	Landespräsidium	223	land	8929250	1167	8175931	präsidium	134542
land_brauerei	Landbrauerei	246	land	8929250	1167	8175931	brauerei	155701
land_ausbau	Landausbau	21	land	8929250	1167	8175931	ausbau	791030
land_+es_bauernschaft	Landesbauernschaft	49	land	8929250	1167	8175931	bauernschaft	2069
land_+es_kampagne	Landeskampagne	309	land	8929250	1167	8175931	kampagne	287081
land_+es_verweis	Landesverweis	194	land	8929250	1167	8175931	verweis	108028
land_+es_sekretär	Landessekretär	133	land	8929250	1167	8175931	sekretär	31745
land_+es_führung	Landesführung	384	land	8929250	1167	8175931	führung	1768709
land_+es_bürger	Landesbürger	132	land	8929250	1167	8175931	bürger	2861114
land_ärztin	Landärztin	1191	land	8929250	1167	8175931	ärztin	126565
land_+=er_initiative	Länderinitiative	345	land	8929250	1167	8175931	initiative	974169
land_vogel	Landvogel	104	land	8929250	1167	8175931	vogel	693870
land_sicht	Landsicht	89	land	8929250	1167	8175931	sicht	1438180
land_+es_schuld	Landesschuld	498	land	8929250	1167	8175931	schuld	813299
land_+=er_bezeichnung	Länderbezeichnung	71	land	8929250	1167	8175931	bezeichnung	165831
land_zipfel	Landzipfel	239	land	8929250	1167	8175931	zipfel	29326
land_huhn	Landhuhn	198	land	8929250	1167	8175931	huhn	167177
land_+es_darlehen	Landesdarlehen	485	land	8929250	1167	8175931	darlehen	125577
land_+=er_konferenz	Länderkonferenz	156	land	8929250	1167	8175931	konferenz	235858
land_schlachterei	Landschlachterei	341	land	8929250	1167	8175931	schlachterei	4266
land_fleischerei	Landfleischerei	2042	land	8929250	1167	8175931	fleischerei	28249
land_+es_gegend	Landesgegend	25	land	8929250	1167	8175931	gegend	337144
land_bereich	Landbereich	155	land	8929250	1167	8175931	bereich	3022379
land_vorsprung	Landvorsprung	44	land	8929250	1167	8175931	vorsprung	454308
land_+es_wertung	Landeswertung	598	land	8929250	1167	8175931	wertung	128515
land_+es_streik	Landesstreik	21	land	8929250	1167	8175931	streik	285370
land_+es_presse	Landespresse	339	land	8929250	1167	8175931	presse	362515
land_platz	Landplatz	31	land	8929250	1167	8175931	platz	6219854
land_+es_zugehörigkeit	Landeszugehörigkeit	129	land	8929250	1167	8175931	zugehörigkeit	56952
land_+es_wahl	Landeswahl	481	land	8929250	1167	8175931	wahl	2153643
land_+es_einwohner	Landeseinwohner	60	land	8929250	1167	8175931	einwohner	901427
land_+=er_verwaltung	Länderverwaltung	238	land	8929250	1167	8175931	verwaltung	1174574
land_+=er_turnier	Länderturnier	450	land	8929250	1167	8175931	turnier	843410
land_+=er_beteiligung	Länderbeteiligung	302	land	8929250	1167	8175931	beteiligung	647255
land_maus	Landmaus	725	land	8929250	1167	8175931	maus	201112
land_+es_haupt	Landeshaupt	100	land	8929250	1167	8175931	haupt	99528
land_+=er_meile	Ländermeile	418	land	8929250	1167	8175931	meile	64898
land_+=er_halle	Länderhalle	917	land	8929250	1167	8175931	halle	2009119
land_säuger	Landsäuger	119	land	8929250	1167	8175931	säuger	4500
land_+=er_teil	Länderteil	46	land	8929250	1167	8175931	teil	4304832
land_+es_strategie	Landesstrategie	322	land	8929250	1167	8175931	strategie	507189
land_+es_staffel	Landesstaffel	37	land	8929250	1167	8175931	staffel	375596
land_+es_plan	Landesplan	857	land	8929250	1167	8175931	plan	1908672
land_jahr	Landjahr	262	land	8929250	1167	8175931	jahr	43845868
land_+es_metropole	Landesmetropole	283	land	8929250	1167	8175931	metropole	188173
land_+es_kreis	Landeskreis	609	land	8929250	1167	8175931	kreis	2731589
land_+es_genosse	Landesgenosse	89	land	8929250	1167	8175931	genosse	199107
land_+es_stand	Landesstand	174	land	8929250	1167	8175931	stand	1167927
land_+es_prämierung	Landesprämierung	677	land	8929250	1167	8175931	prämierung	16516
land_+es_finanzierung	Landesfinanzierung	346	land	8929250	1167	8175931	finanzierung	585669
land_+es_führer	Landesführer	102	land	8929250	1167	8175931	führer	183956
land_+=er_fahne	Länderfahne	146	land	8929250	1167	8175931	fahne	234091
land_anteil	Landanteil	22	land	8929250	1167	8175931	anteil	1185873
land_+es_art	Landesart	271	land	8929250	1167	8175931	art	2477614
land_+=er_tag	Ländertag	699	land	8929250	1167	8175931	tag	11101971
land_+=er_durchschnitt	Länderdurchschnitt	416	land	8929250	1167	8175931	durchschnitt	322549
land_+es_organ	Landesorgan	35	land	8929250	1167	8175931	organ	125682
land_+=er_monitor	Ländermonitor	368	land	8929250	1167	8175931	monitor	73166
land_+es_ausgabe	Landesausgabe	413	land	8929250	1167	8175931	ausgabe	859483
land_+=er_beitrag	Länderbeitrag	221	land	8929250	1167	8175931	beitrag	1215841
land_bedarf	Landbedarf	50	land	8929250	1167	8175931	bedarf	593132
land_+es_bücherei	Landesbücherei	2991	land	8929250	1167	8175931	bücherei	122062
land_erlebnis	Landerlebnis	97	land	8929250	1167	8175931	erlebnis	430816
land_+=er_förderung	Länderförderung	144	land	8929250	1167	8175931	förderung	833314
land_+es_veranstaltung	Landesveranstaltung	298	land	8929250	1167	8175931	veranstaltung	2609564
land_+=er_meisterschaft	Ländermeisterschaft	81	land	8929250	1167	8175931	meisterschaft	600675
land_anspruch	Landanspruch	73	land	8929250	1167	8175931	anspruch	1028539
land_knecht	Landknecht	133	land	8929250	1167	8175931	knecht	38813
land_zuteilung	Landzuteilung	92	land	8929250	1167	8175931	zuteilung	17884
land_+es_wert	Landeswert	560	land	8929250	1167	8175931	wert	1823690
land_+es_lotterie	Landeslotterie	245	land	8929250	1167	8175931	lotterie	22078
land_+es_banker	Landesbanker	980	land	8929250	1167	8175931	banker	119176
land_zuweisung	Landzuweisung	29	land	8929250	1167	8175931	zuweisung	45380
land_prediger	Landprediger	25	land	8929250	1167	8175931	prediger	41693
land_+es_unterkunft	Landesunterkunft	675	land	8929250	1167	8175931	unterkunft	250304
land_+es_herrin	Landesherrin	162	land	8929250	1167	8175931	herrin	11250
land_häuschen	Landhäuschen	141	land	8929250	1167	8175931	häuschen	87198
land_+es_beamtin	Landesbeamtin	340	land	8929250	1167	8175931	beamtin	37373
land_+=er_quote	Länderquote	432	land	8929250	1167	8175931	quote	285609
land_+es_sicht	Landessicht	467	land	8929250	1167	8175931	sicht	1438180
land_knappheit	Landknappheit	47	land	8929250	1167	8175931	knappheit	16190
land_käserei	Landkäserei	32	land	8929250	1167	8175931	käserei	8434
land_+es_zucht	Landeszucht	21	land	8929250	1167	8175931	zucht	44994
land_+es_nachweis	Landesnachweis	88	land	8929250	1167	8175931	nachweis	131733
land_eis	Landeis	357	land	8929250	1167	8175931	eis	478246
land_mauer	Landmauer	26	land	8929250	1167	8175931	mauer	455134
land_+=er_kategorie	Länderkategorie	31	land	8929250	1167	8175931	kategorie	381856
land_eigner	Landeigner	267	land	8929250	1167	8175931	eigner	35478
land_tor	Landtor	130	land	8929250	1167	8175931	tor	2889790
land_operation	Landoperation	85	land	8929250	1167	8175931	operation	306404
land_+es_gewässer	Landesgewässer	240	land	8929250	1167	8175931	gewässer	196931
land_+=er_index	Länderindex	415	land	8929250	1167	8175931	index	181547
land_+es_vertrag	Landesvertrag	34	land	8929250	1167	8175931	vertrag	1380224
land_+es_institution	Landesinstitution	245	land	8929250	1167	8175931	institution	429462
land_+es_aufsicht	Landesaufsicht	210	land	8929250	1167	8175931	aufsicht	128485
land_garten	Landgarten	157	land	8929250	1167	8175931	garten	994608
land_+es_stipendium	Landesstipendium	130	land	8929250	1167	8175931	stipendium	75195
land_+=er_verordnung	Länderverordnung	120	land	8929250	1167	8175931	verordnung	175943
land_biene	Landbiene	24	land	8929250	1167	8175931	biene	143061
land_+es_spezialität	Landesspezialität	157	land	8929250	1167	8175931	spezialität	151034
land_+es_haftung	Landeshaftung	65	land	8929250	1167	8175931	haftung	54456
land_+=er_datum	Länderdatum	265	land	8929250	1167	8175931	datum	1134892
land_zugang	Landzugang	91	land	8929250	1167	8175931	zugang	572937
land_post	Landpost	73	land	8929250	1167	8175931	post	739124
land_schlösschen	Landschlösschen	150	land	8929250	1167	8175931	schlösschen	11235
land_gans	Landgans	159	land	8929250	1167	8175931	gans	87588
land_+es_fürstin	Landesfürstin	113	land	8929250	1167	8175931	fürstin	23412
land_+=er_strategie	Länderstrategie	46	land	8929250	1167	8175931	strategie	507189
land_+es_pfleger	Landespfleger	636	land	8929250	1167	8175931	pfleger	84056
land_+es_forum	Landesforum	67	land	8929250	1167	8175931	forum	388597
land_+=er_finanz	Länderfinanz	536	land	8929250	1167	8175931	finanz	262852
land_+es_siedlung	Landessiedlung	87	land	8929250	1167	8175931	siedlung	178463
land_+es_richter	Landesrichter	157	land	8929250	1167	8175931	richter	1405088
land_kern	Landkern	9506	land	8929250	1167	8175931	kern	389265
land_+=er_ergebnis	Länderergebnis	106	land	8929250	1167	8175931	ergebnis	3082773
land_pacht	Landpacht	103	land	8929250	1167	8175931	pacht	26501
land_geschäft	Landgeschäft	67	land	8929250	1167	8175931	geschäft	1891578
land_+es_vorhaben	Landesvorhaben	98	land	8929250	1167	8175931	vorhaben	749613
land_+es_gebäude	Landesgebäude	376	land	8929250	1167	8175931	gebäude	1824660
land_abtretung	Landabtretung	33	land	8929250	1167	8175931	abtretung	3463
land_abschnitt	Landabschnitt	46	land	8929250	1167	8175931	abschnitt	423386
land_+es_planer	Landesplaner	479	land	8929250	1167	8175931	planer	152774
land_+=er_präsentation	Länderpräsentation	344	land	8929250	1167	8175931	präsentation	295748
land_+=er_ausgabe	Länderausgabe	118	land	8929250	1167	8175931	ausgabe	859483
land_+=er_sammlung	Ländersammlung	94	land	8929250	1167	8175931	sammlung	425109
land_+=er_institut	Länderinstitut	294	land	8929250	1167	8175931	institut	1066729
land_politik	Landpolitik	51	land	8929250	1167	8175931	politik	2320757
land_pächter	Landpächter	130	land	8929250	1167	8175931	pächter	96629
land_+es_geologie	Landesgeologie	42	land	8929250	1167	8175931	geologie	33182
land_proletariat	Landproletariat	55	land	8929250	1167	8175931	proletariat	9169
land_+=er_treffen	Ländertreffen	180	land	8929250	1167	8175931	treffen	1153627
land_techniker	Landtechniker	199	land	8929250	1167	8175931	techniker	132126
land_abgabe	Landabgabe	61	land	8929250	1167	8175931	abgabe	189346
land_flüchtling	Landflüchtling	160	land	8929250	1167	8175931	flüchtling	950891
land_emission	Landemission	75	land	8929250	1167	8175931	emission	117056
land_pfarrei	Landpfarrei	49	land	8929250	1167	8175931	pfarrei	114757
land_+es_prüfung	Landesprüfung	126	land	8929250	1167	8175931	prüfung	607302
land_+=er_magazin	Ländermagazin	213	land	8929250	1167	8175931	magazin	326206
land_streifen	Landstreifen	1191	land	8929250	1167	8175931	streifen	168339
land_aufteilung	Landaufteilung	45	land	8929250	1167	8175931	aufteilung	55495
land_+=er_unterschied	Länderunterschied	52	land	8929250	1167	8175931	unterschied	725386
land_+=er_kapitel	Länderkapitel	40	land	8929250	1167	8175931	kapitel	251829
land_+=er_gemeinschaft	Ländergemeinschaft	229	land	8929250	1167	8175931	gemeinschaft	493896
land_butter	Landbutter	125	land	8929250	1167	8175931	butter	145934
land_verschickung	Landverschickung	184	land	8929250	1167	8175931	verschickung	976
land_+es_verteidiger	Landesverteidiger	128	land	8929250	1167	8175931	verteidiger	360310
land_+es_leistung	Landesleistung	290	land	8929250	1167	8175931	leistung	1891803
land_+=er_wechsel	Länderwechsel	373	land	8929250	1167	8175931	wechsel	721192
land_+=er_verteilung	Länderverteilung	44	land	8929250	1167	8175931	verteilung	154053
land_+es_parlamentarier	Landesparlamentarier	511	land	8929250	1167	8175931	parlamentarier	111376
land_+es_immobilie	Landesimmobilie	587	land	8929250	1167	8175931	immobilie	424379
land_+es_hafen	Landeshafen	557	land	8929250	1167	8175931	hafen	467824
land_reiter	Landreiter	115	land	8929250	1167	8175931	reiter	233009
